NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Rodolfo Robles,PÚENTE INTERNACIONAL,2025,ENERO,"4,693","50,073",38,26, -   ,6, -   ,1, -   , -   , -   , -   , -   ,"7,810","62,647",6, -   ,"31,297"
Piedras Negras,PÚENTE INTERNACIONAL,2025,ENERO,"84,899",69, -   , -   , -   ,186,1,2, -   , -   , -   , -   , -   , -   ,"85,157",139, -   ,"52,376"
Acuña,PÚENTE INTERNACIONAL,2025,ENERO,"131,884",310, -   , -   , -   ,"1,389",892,126,"3,648",40,29, -   , -   , -   ,"138,318","1,238", -   ,"9,330"
Laredo,PÚENTE INTERNACIONAL,2025,ENERO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"223,607"
   Línea Express,PÚENTE INTERNACIONAL,2025,ENERO,"123,400", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"123,400", -   , -   , -   
Juárez-Lincoln,PÚENTE INTERNACIONAL,2025,ENERO,"235,943",791,18,"2,899", -   ,401,19,78,3, -   , -   , -   , -   , -   ,"240,152","2,820", -   , -   
Suchiate II,PÚENTE INTERNACIONAL,2025,ENERO,563, -   ,67,3, -   ,623,743,42,"9,054","1,694",27,2,43, -   ,"12,861",42, -   , -   
Chapalilla - Compostela ,CAMINO,2025,FEBRERO,"63,338","2,044","2,625",268,63,"2,945","1,928",772,896,455,4,51,49, -   ,"75,438",395,"21,538", -   
Cuauhtemoc-Osiris ,CAMINO,2025,FEBRERO,"90,914",698,"3,548","5,421","3,373","11,421","9,342","46,831","20,295","6,146",429,"21,278","2,262", -   ,"221,958","1,615", -   , -   
Culiacán,PUENTE NACIONAL,2025,FEBRERO,"154,751","1,873","4,757",574,81,"5,668","2,687","1,926","2,658",243,3,587,86, -   ,"175,894","1,345","14,156", -   
Sinaloa,PUENTE NACIONAL,2025,FEBRERO,"196,329","1,775","10,021","4,273","1,676","13,344","12,617","46,802","23,833","3,710",120,"15,629","3,875", -   ,"334,004","2,965","102,524", -   
Pánuco,PUENTE NACIONAL,2025,FEBRERO,"115,887","8,635","7,265",124,92,"4,231","3,196","1,224","2,608","1,268",7,"1,635",598, -   ,"146,770",983,"19,277", -   
Alvarado,PUENTE NACIONAL,2025,FEBRERO,"110,659","12,204","6,996",348,40,"4,221","5,236","1,451","1,626",604,1,306,95, -   ,"143,787",852,"21,856", -   
Papaloapan,PUENTE NACIONAL,2025,FEBRERO,"51,586","13,844","2,641",70,43,"3,193","3,581",892,"1,816",304,4,582,359, -   ,"78,915","6,568","11,389", -   
Caracol,PUENTE NACIONAL,2025,FEBRERO,"110,454","18,962","10,222",199,159,"6,004","4,053","2,950","2,989",576,37,"9,032","1,047", -   ,"166,684","3,099","42,558", -   
Nautla,PUENTE NACIONAL,2025,FEBRERO,"60,721","4,647","2,429",82,80,"3,652","2,310","2,819","2,019",444,10,452,330, -   ,"79,995",837,"11,985", -   
Grijalva,PUENTE NACIONAL,2025,FEBRERO,"343,761","21,806","9,342","1,708",692,"14,940","9,326","13,596","9,892","4,409",109,"11,466","1,752", -   ,"442,799","2,802","70,822", -   
Usumacinta,PUENTE NACIONAL,2025,FEBRERO,"66,098","12,190","3,071",595,352,"4,469","4,790","10,907","6,987","2,229",79,"10,071","1,354", -   ,"123,192","1,185","35,699", -   
Cadereyta,PUENTE NACIONAL,2025,FEBRERO,"138,875","4,715",679,11,263,"10,199","6,689","5,594","4,486","1,387",162,"4,045",791, -   ,"177,896",578,"29,814", -   
La Piedad,PUENTE NACIONAL,2025,FEBRERO,"70,355","2,356","3,600",579,118,"5,503","5,266","2,917","6,505",884,19,116,114, -   ,"98,332",444,"18,623", -   
Tecolutla,PUENTE NACIONAL,2025,FEBRERO,"79,452","17,826","2,846",134,78,"3,689","2,477","2,719","2,207",570,12,407,358, -   ,"112,775",521,"12,446", -   
San Juan,PUENTE NACIONAL,2025,FEBRERO,"39,894",171,641,226,48,"2,334","1,505","2,349","2,139",461,41,"3,841","2,604", -   ,"56,254",934,"11,162", -   
Tampico,PUENTE NACIONAL,2025,FEBRERO,"181,121","3,145","7,013","2,282",49,"5,368","2,981","2,175","1,234",178,10,"1,304",365, -   ,"207,225","1,027","121,405", -   
Tlacotalpan,PUENTE NACIONAL,2025,FEBRERO,"47,674","7,133","1,882",77,4,"1,231",775,134,596,40,1,21,35, -   ,"59,603",657,"6,747", -   
Dovalí Jaime,PUENTE NACIONAL,2025,FEBRERO,"140,065","6,143","4,636","1,725","2,082","18,288","22,365","59,532","28,628","5,583",551,"37,864","4,741", -   ,"332,203","1,378","158,700", -   
Dovalí Jaime Bis,PUENTE NACIONAL,2025,FEBRERO,"16,845","2,106",70, -   , -   ,499,86,21,828,20,9,3,156, -   ,"20,643",7, -   , -   
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2025,FEBRERO,"1,714",47, -   , -   , -   ,142,85,13,75,55, -   ,10,61, -   ,"2,202",3, -   , -   
Matamoros,PÚENTE INTERNACIONAL,2025,FEBRERO,"84,468",249, -   , -   , -   ,51, -   ,2, -   , -   , -   , -   , -   , -   ,"84,770",146,"4,352","128,520"
Camargo,PÚENTE INTERNACIONAL,2025,FEBRERO,"33,966",27, -   , -   , -   ,64,162,795,283,19,3,"1,422",91, -   ,"36,832",243,"3,065","2,525"
Miguel Alemán,PÚENTE INTERNACIONAL,2025,FEBRERO,"54,946",79, -   ,64,24,85,172,"1,721","1,808",11, -   , -   ,12, -   ,"58,922",264,"2,896","15,826"
Reynosa,PÚENTE INTERNACIONAL,2025,FEBRERO,"84,723",361,56,828,3,50,12,7, -   , -   , -   , -   ,2, -   ,"86,042",372,"1,602","170,989"
   Línea Express,PÚENTE INTERNACIONAL,2025,FEBRERO,"79,409", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"79,409", -   , -   , -   
Las Flores,PÚENTE INTERNACIONAL,2025,FEBRERO,"39,100",148, -   , -   ,6,84,66,88,"1,110",102,9,558,"1,245", -   ,"42,516",92,865,"100,011"
Ojinaga,PÚENTE INTERNACIONAL,2025,FEBRERO,"52,298",51,24,125,2,550,130,121,446,17, -   ,29,8, -   ,"53,801",807,494,"2,517"
Rodolfo Robles,PÚENTE INTERNACIONAL,2025,FEBRERO,"4,227","46,710",45,36, -   ,8, -   , -   , -   , -   , -   , -   , -   ,"7,250","58,276", -   , -   ,"28,140"
Piedras Negras,PÚENTE INTERNACIONAL,2025,FEBRERO,"70,733",54, -   , -   , -   ,112, -   ,1, -   , -   , -   , -   , -   , -   ,"70,900",79,"20,088","51,351"
Acuña,PÚENTE INTERNACIONAL,2025,FEBRERO,"112,666",365, -   , -   ,25,"1,243",839,"3,384","1,871",22,29, -   ,32, -   ,"120,476",752,"11,853","9,739"
Laredo,PÚENTE INTERNACIONAL,2025,FEBRERO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"208,941"
   Línea Express,PÚENTE INTERNACIONAL,2025,FEBRERO,"112,908", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,"112,908", -   , -   , -   
Juárez-Lincoln,PÚENTE INTERNACIONAL,2025,FEBRERO,"205,170",949,17,"2,192",4,406,108,56,10, -   , -   , -   ,267, -   ,"209,179","1,136","67,640", -   
Suchiate II,PÚENTE INTERNACIONAL,2025,FEBRERO,986, -   ,134,2, -   ,810,687,55,"7,939","1,476",21,1,66, -   ,"12,177",40,2, -   
Chapalilla - Compostela ,CAMINO,2025,MARZO," 71,872 "," 2,667 "," 2,954 ", 312 , 3 ," 3,251 "," 2,200 ", 296 ," 1,606 ", 700 , 7 , 1 , 51 , -   ," 85,920 ", 607 , -   , -   
Cuauhtemoc-Osiris ,CAMINO,2025,MARZO," 114,107 ", 787 ," 4,418 "," 6,866 ", -   ," 13,789 "," 11,083 "," 5,418 "," 66,969 "," 13,628 "," 2,988 ", 155 ," 26,378 ", -   ," 266,586 "," 2,249 ", -   , -   
Culiacán,PUENTE NACIONAL,2025,MARZO," 180,020 "," 2,732 "," 5,388 ", 610 , 8 ," 6,300 "," 3,037 ", 403 ," 4,806 ", 660 , -   , 3 , 586 , -   ," 204,553 "," 1,699 ", -   , -   
Sinaloa,PUENTE NACIONAL,2025,MARZO," 226,085 "," 2,093 "," 10,037 "," 4,699 ", 13 ," 15,103 "," 14,146 "," 3,865 "," 74,644 "," 7,847 "," 1,307 ", 77 ," 21,652 ", -   ," 381,568 "," 3,922 ", 7 , -   
Pánuco,PUENTE NACIONAL,2025,MARZO," 133,524 "," 10,478 "," 7,932 ", 162 , 31 ," 4,774 "," 2,771 ", 178 ," 2,611 "," 2,230 ", 14 , 5 ," 2,124 ", -   ," 166,834 "," 1,018 ", 48 , -   
Alvarado,PUENTE NACIONAL,2025,MARZO," 119,511 "," 13,552 "," 7,587 ", 399 , 1 ," 4,590 "," 4,859 ", 188 ," 2,675 "," 1,359 ", 5 , 3 , 450 , -   ," 155,179 "," 1,083 ", -   , -   
Papaloapan,PUENTE NACIONAL,2025,MARZO," 57,608 "," 16,540 "," 2,846 ", 73 , 9 ," 3,741 "," 4,107 ", 145 ," 2,808 ", 367 , 28 , 5 , 966 , -   ," 89,243 "," 7,341 ", 954 , -   
Caracol,PUENTE NACIONAL,2025,MARZO," 128,383 "," 22,933 "," 11,186 ", 267 , -   ," 6,608 "," 4,884 ", 365 ," 5,847 "," 1,240 ", 72 , 70 ," 11,704 ", -   ," 193,559 "," 3,391 "," 2,659 ", -   
Nautla,PUENTE NACIONAL,2025,MARZO," 74,189 "," 6,294 "," 2,757 ", 87 , 1 ," 4,131 "," 2,536 ", 373 ," 5,056 ", 880 , 19 , 9 , 810 , -   ," 97,142 "," 1,189 ", -   , -   
Grijalva,PUENTE NACIONAL,2025,MARZO," 396,101 "," 23,920 "," 10,209 "," 2,009 ", 82 ," 16,779 "," 10,077 "," 1,508 "," 23,145 "," 8,428 ", 457 , 55 ," 14,492 ", -   ," 507,262 "," 3,675 ", 66 , -   
Usumacinta,PUENTE NACIONAL,2025,MARZO," 75,564 "," 13,702 "," 3,495 ", 611 , 6 ," 4,988 "," 5,614 ", 879 ," 16,964 "," 3,820 ", 460 , 38 ," 12,435 ", -   ," 138,576 "," 1,580 ", 11 , -   
Cadereyta,PUENTE NACIONAL,2025,MARZO," 162,248 "," 6,096 ", 823 , 24 , -   ," 11,353 "," 8,298 ", 940 ," 9,084 "," 2,876 ", 199 , 274 ," 4,672 ", -   ," 206,887 ", 947 , 16 , -   
La Piedad,PUENTE NACIONAL,2025,MARZO," 74,691 "," 2,680 "," 3,955 ", 648 , -   ," 6,101 "," 5,774 ", 542 ," 9,271 "," 1,478 ", 39 , 4 , 239 , -   ," 105,422 ", 466 , -   , -   
Tecolutla,PUENTE NACIONAL,2025,MARZO," 99,907 "," 21,343 "," 3,472 ", 244 , -   ," 4,094 "," 2,464 ", 376 ," 5,209 "," 1,034 ", 15 , 2 , 857 , -   ," 139,017 ", 689 , 1 , -   
San Juan,PUENTE NACIONAL,2025,MARZO," 53,892 ", 249 , 726 , 249 , -   ," 2,680 "," 1,719 ", 300 ," 3,837 ", 642 , 46 , 97 ," 6,276 ", -   ," 70,713 "," 1,119 ", 712 , -   
Tampico,PUENTE NACIONAL,2025,MARZO," 208,831 "," 4,156 "," 7,805 "," 2,709 ", -   ," 6,039 "," 3,090 ", 245 ," 3,430 ", 351 , 22 , 8 ," 2,040 ", -   ," 238,726 "," 1,220 ", -   , -   
Tlacotalpan,PUENTE NACIONAL,2025,MARZO," 40,552 "," 6,034 "," 1,751 ", 23 , -   ," 1,287 "," 1,520 ", 41 ," 1,040 ", 49 , -   , -   , 25 , -   ," 52,322 ", 579 , -   , -   
Dovalí Jaime,PUENTE NACIONAL,2025,MARZO," 160,890 "," 7,005 "," 5,457 "," 2,056 ", 13 ," 20,311 "," 24,524 "," 5,001 "," 89,162 "," 13,163 "," 1,247 ", 655 ," 48,632 ", -   ," 378,116 "," 1,939 ", 43 , -   
